Star Rating,Review Title,Review Description
5.0 out of 5 stars,Quality,"Impressive sound quality  truke Mega 9 earbuds deliver 24-bit lossless spatial audio and 70H battery life. Fast charging leather finish, and ultra-low latency make them perfect for gaming and music. 4-mic ENC ensures clear calls. Value for moneyRead more"
3.0 out of 5 stars,Sound clarity,Good quality as I expectedRead more
4.0 out of 5 stars,"Performance on par, good dual pairing but...","1st day performance was good. Earphones lasted 5 hours with dual pairing and performed multiple tasks in those 5 hours - music, calls and watching videos. Haven't tested on gaming yet, because I'll get time for gaming in March. Size and weight is perfect to fit in small purses or add in last moment in an overfilled laptop bag.2nd day also gave good performance. That night I charged the box for about an hour or so. Next day I noticed that one side (as pictured) was wrinkly. I thought it was glue and checked my bag, but it wasn't. I realised it might be because of the charging because I tried removing it but started to feel the skeleton of the box. 😢 It ruins the look and feel, but I'm more practical than anything else.I'm keeping it coz it's useful. Mic is wonderful, sound quality is also good. And connectivity has me impressed too at this price range.I will update my review if performance fluctuates.Update:Personally huge drawback is that once it shuts off without the case nearby, it has no such control to switch it back on. Previous Boult ear buds I was using until now had the function where you press the ear buds for 5 seconds and it switches on, very convenient and useful feature.Update after 3 months:Sound quality is average.Battery is extremely average as well.And it doesn't stay put in the ears.A 3-star product which I would gladly buy if battery and design could be improved in exchange for a bit higher price.Read more"
5.0 out of 5 stars,Nice performance,"- Immersive sound with 24-bit spatial audio and 13mm drivers- Premium leather-textured design looks stylish- 70H playtime with fast charging is super convenient- Low latency mode great for gaming- Clear calls with ENC microphones- Great value for money, budget-friendlyRead more"
5.0 out of 5 stars,Stylish Design & Beastly Battery,"The truke Mega 12 is a total steal. The leather-textured finish looks premium, and the 70H playtime is incredible—I almost forget to charge them. Sound is crisp with solid bass thanks to the 13mm drivers, and the spatial audio adds a nice immersive touch. Great value for daily use and gaming.Read more"
5.0 out of 5 stars,Awesome.....,"These wireless earbuds to be of good quality, with amazing sound and excellent noise cancellation. They are comfortable, sitting well over the ears, and feature a long-lasting battery backup with quick charging capabilities. The Bluetooth connectivity receives mixed reviews - while some find it very good, others report connectivity issues.Read more"
5.0 out of 5 stars,Great for daily use,"I loved the sound quality of this newly launched True Wireless Earbuds, the best part is the clarity in music and calls. It has Spatial Audio to enhance the music experience, Premium Leather Design, and a long battery life that lasts for days.Read more"
1.0 out of 5 stars,Waste of money,Bad product battery backup worst touch control not worth waste of money not suggest tis product mic worst noise cancellation not workingRead more
5.0 out of 5 stars,Awosome quulity,the high quilty bluetooth earburd Good quility sound as as well as battery backup is nice charging is very easy and very comfortable to use over all very super earbud.Read more
5.0 out of 5 stars,My new fantastic earbuds,Just bought another fantastic truke ear buds. I just loved it. It has a strong leather finish body and no chances of scratch during my daily use and is easy to carry.  360 degree sound is just amazing at 90% volume level. Sound clarity is best for me. ENC is working very well. 70 hrs non stop working. Touch is also working fine. Overall value for money. Just go for it.Read more
5.0 out of 5 stars,Perfect for Everyday Use,"I’ve been using Truke since the S1, and I’ve honestly seen the brand improve a lot over time. The Mega 12 feels like a solid upgrade while keeping the things I liked earlier. The battery easily lasts a full day, and the sound is clear and balanced  overall great for everyday use.Read more"
5.0 out of 5 stars,"Marvellous , awe inspiring , built like steel , GO FOR IT..!!!","Alright everyone , please read this review carefully as it's 6 july 2025 today and on the 23rd of August 2025 , i will have spent 2 years using these awesome and marvellous earbuds... These have been 2 years of extreme , rigorous and very very careless usage and these earphones are still in prime condition, needless to add I'm an avid consumer of music ,l wear my earbuds almost all day long , I've worn them in the gym , while running , they've seen a lot of sweat , a lot of earwax , most of the days ,i fall asleep while wearing them and get up with them either under them or on the floor, I've been very very merciless with these earbuds , I have not used them ,I have exploited them, after allll of this ,  they're still in prime condition, the mic on these works extremely well, they charge pretty quickly , the box takes a little longer to get fully charged but it lasts for a long time , call quality, voice quality , everything is awesome , their response to your touch is also very durable and awesome , it happens ever so oftent that I'm in the gym and my phone is drenched in sweat and it's screen starts malfunctioning and as a result I can't take calls , but thanks to these earphones , even after all the sweat and moisture they respond to my touch instantly amd I'm able to take calls , in the gym, while driving, 2 wheelers , 4 wheelers , everything...you know I lost their charging box somewhere , so I purchased another set of the same earphones just for the box and im still using the old earbuds with the new box , I have dropped them quite roughly several times , one or two times I have thrown them away because I was angry due to some reason and they're still going one without an ounce of reduction in quality ,  this is why I'm calling them marvellous... After such rough and extreme usage , i just can't find any big noticable flaw in them.... But yes , I'll like to add that everything depreciates with time , after 2 years of usage , their batter life isn't as good as when they were new , but the sound quality ,the durability, it's still 90% of how it was when they were new...There may be some people who are extra extra critical and would say they give 4.6 to music , 3. Blah blah blah to sound , to bass , don't bother listening to nerds and wannabe tech gurus , go for it , best in class , marvel of engineering , this is gonna be one of those few purchases that youre gonna be proud of , over and out...Read more"
4.0 out of 5 stars,Overall review after 1 year of using.,"one of the best product bought buy me, in the starting i only had issue with the fitting of the earbuds in my ear as they were falling of but soon after they started fitting perfectly the sound quality is quite decent and battery life is also quite good overall this product is worth to buy and lives upto its expectation.Read more"
5.0 out of 5 stars,"OnePlus Nord Buds 3r: Stylish, Sturdy & Smart! ⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐ Absolutely Loving These Buds! A Great Buy! 🔥I just picked up these OnePlus Nord Buds 3r from Amazon, and I'm very impressed. Here’s a quick breakdown to help you decide! 👇✨ Design & Comfort• Case: Feels incredibly sturdy & premium in hand. Sleek finish! 👌• Buds: Super lightweight and stylish. 💎• Fit: Extremely comfortable, I can wear them for hours without any pain. 😌📱 Amazing App Integration (HeyMelody)• Official Support: Yes, it works seamlessly with the 'HeyMelody' app! 🎉• Features: You can easily customize touch controls, check precise battery levels, and manage EQ settings for the perfect sound. 🎧 So convenient!🎮 A Note on Gaming Mode• While most things are perfect, the Gaming Mode has a tiny bit of latency. 🤏• If you are a very serious gamer, you might notice a very minor sound lag during fast-paced games. For movies and music, it’s flawless! 🎬🎶💰 Final Verdict• Overall, this is a top-tier product with a high-quality feel. 🏆• If you want sleek design + great app support, this is a perfect choice! Highly recommended. ✅Read more"
5.0 out of 5 stars,Sound,"Among the myriad of audio accessories available on the market today, the particular model of air buds offered by OnePlus stands out remarkably as one of the preeminent choices. Its exceptional qualities elevate it to a top-tier position within its category, making it an incredibly compelling option for discerning users seeking superior sound and functionality.Read more"
5.0 out of 5 stars,Good Experience,Unbelievable experience OnePlus earbuds sound is really osm and sound is also very smooth it doesn't that high or low equal so I think this one is best earbuds under 1800 Don't think too much just go for itRead more
5.0 out of 5 stars,Funtastically amazing,"I recently bought the OnePlus Nord Buds 3R, and I’m honestly super impressed! The design looks fantastic, and the color gives it a really premium feel. It fits perfectly in my ears, so I can wear it comfortably for long hours without any discomfort.The sound quality is amazing with clear vocals and good bass, making music and calls enjoyable. The battery life is another big highlight — it easily lasts a long time without needing frequent charging, which is very convenient.Overall, it’s a great product for the price. Stylish, comfortable, and powerful — definitely worth buying!Read more"
4.0 out of 5 stars,Honest Review After 1 Week of Use,"I am sharing my honest review after using these earbuds for one week. Previously, I used the boAt Nirvana Ion, so my comparison is based on that experience.Pros:The sound quality is good.Battery backup / playback time is also good.The build quality feels solid and premium.Fit perfectly in ears not loose at all.Cons:These earbuds do not have an ear-detection sensor. Because of this, I have to manually pause the music before removing the earbuds from my ears. This feature was available in the Nirvana Ion and was very useful.The Bluetooth connectivity range seems weak. After moving just 4–5 steps away from the phone, the music starts glitching or disconnecting. This was not an issue with the Nirvana Ion—even from two rooms away, it stayed connected.Read more"
4.0 out of 5 stars,Nice 🙂,"Good item,  good quality,  and value for money.I purchased another brand before this , but I returned it two times after that I purchased this one and I feel very good and the connectivity also good.Read more"
5.0 out of 5 stars,"better fit, good anc",excellent for my use. airpods slips from my ears. this stays firm. anc is goodRead more
5.0 out of 5 stars,Very nice Product 👌,Nice product !Noise cancelation option in very nice.Read more
5.0 out of 5 stars,Great Quality,Product is really good at the price within 4KRead more
4.0 out of 5 stars,⭐ Honest Review: Samsung Galaxy Buds Core (SM-R410),"⭐ Honest Review: Samsung Galaxy Buds Core (SM-R410)Sound Signature These earbuds are tuned for people who like soft, balanced, and clear audio. If you want loud, punchy sound with heavy bass, these are not for you.That said, on Samsung phones (especially Android 14+), sound output and overall experience are noticeably better.✅ ProsExcellent sound claritySoft, balanced, and clean audio. Vocals and instruments sound natural, not harsh.Outstanding call qualityMic quality is top-class for this segment. Calls are clear, crisp, and stable. No complaints here.Good ANC performanceANC works well for daily use like traffic, fans, and office noise. Not flagship-level, but effective.Super comfortable fitIn-ear fitting is excellent. Buds stay secure during walking, workouts, or daily movement. Very hard to drop.Solid build qualityFeels well made and durable. Case and buds both feel premium for the price.Very good battery lifeLong-lasting battery on both earbuds and case. Easily lasts a full day of use.Best value in Samsung ecosystemWith a Samsung phone, the experience is smooth and polished. Totally worth the money.❌ ConsNot loud or bass-heavyPeople who love loud volume and punchy bass may feel disappointed, especially on non-Samsung phones.Connectivity issues on non-Samsung devicesOccasional problems like:No auto-connect sometimesDelayed connectionPlay/pause malfunctionMic not working on calls occasionallyApp communication errorsANC doesn’t work with single earbudANC requires both earbuds to be in use.Samsung device required for full featuresTo unlock app features, you must first register the earbuds using a Samsung phone.Otherwise, they work as basic but decent earbuds.Wireless charging missingThis feature would have made it perfect.AI features not applicableNo practical AI usage despite Samsung branding.🔚 Final VerdictSamsung phone users:Close your eyes and buy it. No second thoughts. The experience is excellent.Non-Samsung users:Still recommended, but expect lower loudness and occasional connectivity hiccups. Once connected, performance is stable except for volume.Overall:Great earbuds. Amazing within Samsung’s ecosystem. Comfortable, reliable, and excellent for calls and balanced music. Samsung just needs to improve cross-device compatibility.⭐ Rating: 4/5 (5/5 for Samsung users)Read more"
5.0 out of 5 stars,Buds core,Every thing is good but item price cost is high as compared to other seller a song i dedicate kiko Rivera victory ole oleRead more
5.0 out of 5 stars,Good,Samsung always rocks too goodRead more
2.0 out of 5 stars,Average,Average sound not so comfortableRead more
1.0 out of 5 stars,Bad sound quality,didn't liked the sound quality.Read more
1.0 out of 5 stars,Sound problem,The media could not be loaded.Sound problemRead more
4.0 out of 5 stars,Nice product,"Everything is fine....Good fit in ear comfortableSound quality is very nice at this priceNice finishing , butI give 4 star only because of low battery backup and sound leakage..Read more"
4.0 out of 5 stars,Good Product,"Product quality is good, standard sound quality, Bass is also good. Reasonable price as per qualityRead more"
3.0 out of 5 stars,Feedback,"I purchased boAt earbuds, but unfortunately my experience has been very disappointing. Please find my feedback below:There is no proper indication to know whether the earbuds are fully charged or how much battery percentage is currently available. This makes charging very inconvenient.The total battery life is only around 12 hours. Even if I charge the earbuds in the morning at 8 AM, they completely stop working by around 7–8 PM.The touch sensitivity is very poor. Even a slight accidental touch pauses the music or video. Overall, the touch controls do not work properly.Most importantly, after using the earbuds for some time, the audio starts breaking continuously. Whether I am listening to music or watching videos, the sound keeps cutting off, which makes them very difficult to use.Overall, the product does not perform as expected and needs significant improvement in quality and performance.-VIJAY MISHRA, VADODARARead more"
4.0 out of 5 stars,Boat Airdopes 219,Nice product.Sone features are lacking but it's bass is good and Battery is holy ezz 8 hrs . Although it's Nice .Read more
3.0 out of 5 stars,Pros and Cons,"Not that good, I've used many boat products since last 9 years. And this is the first boat product that actually I didn't like. Because the connection gets week while driving a bike and if phone is around 10 steps away. This is the only issue I am facing right now. Used this one for more than 3 months I believe and still in great shape. And yes I noticed latency while playing bgmi aswell. Apart form the above sound quality and built quality is good and yes I dropped this like 3 to 4 times and I was I like its over but not, great built quality.Read more"
4.0 out of 5 stars,"Sounds are distorted some times, please solves this issues in future. Thanks you Boat","I bought Boat Airdopes 219, its good product but some problems face on this, sounds good no doubt but when play music, watch movies sounds are distorted, others no connecting problems, no other issues. Thank you BoatRead more"
3.0 out of 5 stars,About Bass and Comfortness,Bass thoda jyada hai aur ear main bhi uncomfort lagta hai. As compare to Boat 219 Boat 141 is comfortable.Look bohot premium hai.Read more
4.0 out of 5 stars,Bass🔊📈,Bass is good.good quality and good design.Read more
1.0 out of 5 stars,Change airbuds plz,"I had just purchased these new earbuds, yet they stopped working so quickly—the sound has completely cut out. Please replace them.Read more"
1.0 out of 5 stars,Please don't buy,This is totally damaged product and packing is just normal and buds are not working you can't pare with your phoneRead more
1.0 out of 5 stars,Worst this items,"Worst this item and long time, not receive this backRead more"
5.0 out of 5 stars,Amazing sound and bass,These are the best buds in this budget looks premium and classy and very durable as well and I love this colour also.Sound quality is top notch and bass feel very thumping and have enc as well with quad Mic with works like a charm while making calls .Have Bluetooth 5.3 along with fast pair and have great battery life as well and it gave me 3 or 4 days battery easily and have insta charge feature.Very lite weight and felt very comfortable in ears worth every penny must buy product for noise.Read more
1.0 out of 5 stars,Ghattiya quality,"Worst product I have ever purchased. Within just 10 days, the earbuds completely stopped charging. This is unacceptable and clearly shows extremely poor quality.I tried everything—changing cables, adapters—but nothing worked. The product is completely useless now.This feels like a total waste of money. Very disappointed with this purchase. I strongly advise everyone NOT to buy this product. Save your money and avoid this headache.Read more"
5.0 out of 5 stars,Nice gadget,"Nice color, cool design and nice built quality, battery backup is long, almost 70 hour playtime. It also has Quad Mic with ENC that provides clear audio and sound quality so taking calls is a nice experience.Read more"
4.0 out of 5 stars,Amezing product,Amezing soundI like itTop bassRead more
1.0 out of 5 stars,last purchases.,Very bad product. It didn't work properly .They pack and sent a defective item. This is causing  inconvenience to the customer.  They refusing to replace my I item- even though I requested a replacement within just 3-4 hours of delivery.Read more
5.0 out of 5 stars,Feature-packed budget earbuds with massive battery and punchy bass,"The earbuds stands out as a budget-friendly pair of wireless earbuds offering impressive features. With up to 70 hours of total playtime and Instacharge support, it ensures long-lasting usage with quick top-ups. The 11mm drivers deliver deep bass, making music enjoyable for bass lovers, while the quad mic ENC provides clear call quality even in noisy environments. Bluetooth ensures stable connectivity and fast pairing. Although it lacks active noise cancellation, the overall performance, comfort, and value for money make it a solid choice for daily use.Read more"
3.0 out of 5 stars,Noise is good brand,"I ordered this product and tried it too, but the sound is not what it should be, it is very medium sound, if someone wants air buds in normal sound then this is a good product, the battery is good.Read more"
5.0 out of 5 stars,Nice battery backup,"This buds has nice design and beautiful color, it fits well in ear and is comfortable for long hours. When it comes to features it has Quad Mic with ENC that provides clear audio and sound quality along with a huge playing as it has a good battery backup as well.Read more"
5.0 out of 5 stars,"Best cinematic audio ,Best Spatial audio","A budget-friendly pair of twsfeatures like spatial audioGood battery life at an affordable price.∆ compact and stylish case with a smooth finish. They fit comfortably in the ears and can be used for long listening sessions without much discomfort.Sound Quality:The sound is bass-heavy and punchy, which is good for music lovers. Vocals and mids are clear.Battery Life:The earbuds provide long battery backup and can easily last a full day.Read more"
4.0 out of 5 stars,Good product,"Great value for money! The sound quality is clear with good bass, the design is sleek, and they’re comfortable to wear. Battery life is solid and connectivity is stable. Call quality is decent, though slightly affected in noisy areas. Overall, a reliable and stylish pair of earbuds for everyday use.Read more"
5.0 out of 5 stars,Absolutely Blown Away by the boAt Airdopes 300 - My New Audio Holy Grail! (Gunmetal Black),"Absolutely Blown Away by the boAt Airdopes 300 - My New Audio Holy Grail! (Gunmetal Black)Rating: ⭐⭐⭐⭐⭐ (5/5)Okay, I need to rave about these! After seeing the hype (and that 5K+ bought last month stat!), I grabbed the boAt Airdopes 300 in Gunmetal Black, and honestly? They've exceeded every expectation. If you're looking for premium features without the insane price tag, stop scrolling – these are it.Here's why I'm obsessed:1.  Cinematic Spatial Audio is REAL: This isn't just marketing fluff. Watching movies or binge-watching shows is a whole new experience. The sound genuinely feels like it's coming from around you – immersive, deep, and incredibly engaging. Music benefits massively too, feeling richer and more layered than any earbuds I've owned before.2.  Battery Life That Defies Logic: 50 HOURS?! This is the absolute game-changer. The earbuds themselves last ages (around 10 hours on a single charge for me), but the charging case just keeps going. I charged the case fully over a week ago, used the buds daily for hours (commutes, workouts, calls), and I still haven't seen a low battery warning. It's liberating not to constantly worry about charging. MASSIVE win.3.  Crystal Clear Calls with 4-Mic AI ENx: Taking calls on these is a dream. I've tested them on busy streets, windy balconies, and even in a slightly noisy cafe – the person on the other end consistently says I sound clear and focused. The AI noise cancellation for the mics really works wonders. No more ""Can you repeat that?"" frustrations.4.  Fast Charge is a Lifesaver: Forgot to charge? 10 minutes in the case genuinely gives you hours (around 2-2.5 in my experience) of playback. Super convenient when you're rushing out.5.  boAt App = Awesome Customization: The app is simple but powerful. I love tweaking the EQ presets (bass boost for workouts, podcast mode for clarity) and customizing the touch controls. Finding the earbuds via the app is also a handy feature.6.  Rock-Solid Connection & Low Latency: Bluetooth 5.3 is flawless. Pairing was instant, and the connection stays strong even when my phone is in another room. Gaming and watching videos is seamless – absolutely zero noticeable lag or audio-video sync issues.7.  Comfort & Build: The Gunmetal Black looks and feels super premium. They fit snugly and comfortably in my ears, even during longer sessions or workouts. The IPX4 rating gives me peace of mind against sweat and light rain.8.  Great Sound Signature: Bass is punchy and satisfying without being overwhelming, mids are clear for vocals, and highs are crisp. Perfectly tuned for everything from EDM to podcasts.Minor Nitpick (because nothing's perfect):The touch controls are sensitive (great!), but there's a slight learning curve to avoid accidental pauses/skips when adjusting them. You get used to it quickly though.Verdict:The boAt Airdopes 300 deliver phenomenal value. You get flagship-level features – incredible 50H battery life, truly immersive spatial audio, excellent call quality with AI ENx, fast charging, app support, low latency, and a sleek design – all at a very reasonable price point. The hype is real, and the 5K+ purchases last month make total sense.If you're looking for reliable, feature-packed, great-sounding TWS earbuds that won't die on you halfway through the day, look no further. The Airdopes 300 in Gunmetal Black are an easy 5-star recommendation! boAt has absolutely knocked it out of the park with these. Highly impressed!Read more"
4.0 out of 5 stars,"🔥AFTER 1 yr, still OP but NOT COMPACT","Product is just ok.fine quality.It is one of the best tws under 1.5K,mind it🤔..#Sound: just fine as compared to under 1.5k segments...normal delivered sound is good. Cinematic sound reality feels a 3D effect...😊#Build quality &Design:  design impressive for the case,size isn't very compact case is little fatty in shape, looks not very good when put it in pant's pocket, buds size is also little large compared to oth brand like realme, 1+, while putting in ear, looks very large, that's not comfortable at all ... Realme , 1+ buds are so compact size in ear, case are also very compact....So BOAT AIRDOPES 300 IS NOT COMPACT SIZE from any angle😓👎🏻...build quality is average...Hinge is not loose at all, opening & closing experience effortlessly,🙂#connectivity: B.T 5.3, Boat fast pair(basically Google fast pair) works so smoothly.battery back also good. Instantly pair up with device,  call quality with AI Enx is so impressive...😉#Super tech features: dual device Connection, in ear detection,app support,ASAP fast charging works properly. Beast mode 4 gaming is good 4 casual gamers.These features are now so useful for us. U can miss this features in other under 1.5 k tws...😃#Conclusion: Very much value 4 money product. App optimization could be better compared to others...full of crazy features avail. in it, so useful...fitting isn't at all loose for me but looks quite large in ears. @pls. note the LED indicator in in airdopes is not at all a reason of dissatisfaction because while playing music or any other content, it doesn't blink or glows. It only glows or blink while nothing is playing but connected with device...😎 airdopes 300 is nothing but the updated version of boAt eardopes Supreme. Supreme had BT5.2, it has 5.3 no more difference... I can definitely say that it is better than realme T110. only for its battery life and features, sound quality...But T110 is much compact and comfortable in size ...☺️Under 1.5K, if U can grave it then it is a best deal for U...just go for it.😇#Edit( after using continuous 1 yr use ) : 1) battery life is still good, gives me 2.5-3 DAYS playback(with buds & case both , i use 5-6 hrs daily with moderate sound level)...2)Case and buds are super fine in build quality, as i felled it countless times from height, no issue, no damage till now, hinge is also very good...3) despite its little larger size, after extensive use, i used to it...4) no internal or external problem i face till in this buds... still works as a new product...one thing i love, if i put my buds in the case, which are already connected with the device...its automatically disconnected.so no battery drain... It doesn't matter if i forgot to turn off BT in my phone...👌🏻 I think it's value for money....Read more"
3.0 out of 5 stars,average product,good product but battery life average means 1 dayRead more
5.0 out of 5 stars,"Deep Bass and Immersive Sound Experience – Just Wow!""",": Outstanding Sound Quality and Battery Life! ⭐⭐⭐⭐⭐Ami boAt Airdopes 300 ti kichudin dhore bebohar korchhi ebong ami sotti-i impress. Er Spatial Audio feature-ti darun, cinema dekhar shomoy ekta theatre feel hoy. Bass khub-i punchy ebong clear.Pros:Battery: Ekbar charge-e pray 50 ghontar backup pawa jay, ja asadharon.Calling: Er quad-mic ENx technology calling-er shomoy baire noise khub bhalo bhabe kora komay.Gaming: 65ms low latency thakay gaming-er shomoy kono lag hoy na.Design: Multipoint connection thakay laptop ar phone eksathe connect kora jay.Verdict: Ei budget-e er cheye bhalo earbuds pawa kothin. Jara bass-heavy music ar long battery backup khujchhen, tara oboshshoi nite paren.Read more"
4.0 out of 5 stars,Anc,Good working for anc audio quality excellent and very good bass totally good quality for this price rangeRead more
5.0 out of 5 stars,Best TWS in affordable range,"I recently bought the JBL Tune Beam 2 and I’m very satisfied with the performance. The sound quality is rich with strong bass and clear vocals, making music and videos enjoyable. The active noise cancellation works well and helps reduce background noise.They are comfortable to wear and fit securely in the ears, even for long use. The battery life is excellent, lasting many hours without needing frequent charging. Overall, these earbuds offer great features and are a good value for everyday use.Read more"
5.0 out of 5 stars,Superb product,"The media could not be loaded.Sound is amazing, design is really top notch, really portable to carry in pocket. It works perfectly with Android and iPhone both, and proper value for money product.Read more"
1.0 out of 5 stars,"Good sound quality, but lots of annoyances!","- While taking out of the case, you gotta be extra extra extra careful so that you wont touch the wrong spot and ambient mode thing gets toggled. This is a huge headache! Every time i open it, it tends to toggle between Ambient Mode and Noise Cancelling.- And another main thing, Noise Cancelling will be vanished most of the times, which is really annoying and is a serious issue. For it to function, you gotta insert these back into the case, close it, and then wear it again, then press ther left earpiece to toggle the ambient mode setting! This is a headache!- Eventhough JBL has a good sound quality, they fail to address these issues. JBL's expertise is only the sound quality, not the product engineering and other stuff.- The mobile app is absolute garbage! I don't want to give one star either. Not even once was I able to select my product and open further more. Not even once! You guys say you've built so many features inside, but ignoring these kinda bugs makes it unusable. absolute garbage!- The annoyances cover up the good part most of the time and hence you wont be able to enjoy it all the time. JBL must rethink their strategy and overall product engineering.Read more"
4.0 out of 5 stars,Great Buy for JBL Fans,"⭐⭐⭐⭐☆ Great Entry-Level TWS with Classic JBL QualityI’m giving 4 stars not because it lacks quality, but because even Hi-Res audio products rarely deserve a perfect 5. That said, this is a fantastic TWS for its price.✔️ Why I Chose It:I was searching Amazon for the right TWS earbuds and finally settled on the Tune Beam 2. I wasn’t keen on trying other brands and JBL didn’t disappoint.✔️ Build & Design:Comfortable fit, premium build, sleek design everything feels solid right out of the box.✔️ Sound Quality:Signature JBL tuning with warm, rich audioCustomizable EQ in the JBL appImpressive soundstage and clarity across genres🔊 Bass & Mids:Absolutely top-notch. Punchy and well-balanced. Great for everyday listening.❌ Minor Con (Personal Observation):Treble could be a bit sharper. It’s not a deal-breaker, but audiophiles might notice it.✅ Final Verdict:At this price, it ticks all the right boxes. A perfect starting point for anyone stepping into the JBL ecosystem.Read more"
5.0 out of 5 stars,Excellent TWS,"Pairing with my phone and laptop wasn’t a hassle. The ANC is pretty good, blocking most of the outside noise and an excellent mic making it ideal for taking calls and commuting.The buds fit perfectly and the case is pretty sturdy. The bass and treble is just perfect.A good purchase and clearly one of the better products in the price range.Read more"
5.0 out of 5 stars,Strong build and clear vocals,"The build quality of the case as well as the earbuds are very sturdy, the magnetic strength of the case that holds the earphones is quite strong. Coming to the earbuds, the music is very good - the vocals and treble is very precise and good but the bass is not that strong, however, we can tune it in the phone's equlsizer setting. ANC is good and flexible, like you can adjust it in the app with other customisation as well. The call quality is very good, other person can hear you very clearly. Battery backup is quite good, using here and there for a week and had not needed to charged yet. Overall based on the functionalities and the JBL brand it's a good choice on value on money.Read more"
5.0 out of 5 stars,Truly Next-Level Experience! 💣🔥,"Switching from Sony's in-ear buds which I bought for around 2900. I’ve been using the JBL Tune Beam 2 for a few days now, and it’s absolutely worth it. The Adaptive Noise Cancelling (ANC) works like magic—it blocks out most of the outside noise, making travel and work way more peaceful. The Spatial Sound really enhances music and movies, making everything feel more immersive. Plus, they fit perfectly and are super comfortable even after long use. Call quality is super clear, and the battery life is solid.One of the best feature in JBL's app is you can enhance the vpice for call quality.Highly recommend for anyone who wants powerful audio and smart features in one neat package!Read more"
1.0 out of 5 stars,"Great Sound, Very Frustrating to Use","The overall experience has been very frustrating. Simply taking the earbuds out of the case often triggers the touch controls, causing the Ambient and Noise Cancelling modes to switch unintentionally, which makes daily use annoying.Noise Cancelling also stops working randomly. Fixing it requires putting the earbuds back into the case and resetting them. Even during phone calls, Noise Cancelling does not work properly, which is very disappointing and a serious usability issue.While JBL delivers good sound quality, the product design and user experience are poorly thought out. The mobile app is completely unusable, making all advertised features meaningless.Because of these constant issues, it’s hard to enjoy the good audio.Overall, this has been a disappointing experience.Read more"
5.0 out of 5 stars,Super comfortable & great with Samsung Ultra,"I bought these mainly because they come without silicone tips, and they completely solved my purpose. The open-fit design feels much more comfortable compared to traditional in-ear earbuds.Even without silicone, the buds fit well in my ears and are comfortable for long listening sessions. Sound quality is decent for daily use, especially for calls and casual music.It also works really well with Samsung S26 Ultra, and the connectivity is smooth and seamless.Since there is no tight seal, noise cancellation is not very strong — but that’s expected with this type of design.Overall, if you are someone who doesn’t like silicone earbuds and prefers comfort, this is a good choice.👉 Suggestion: Do try it once in-store before buying, as fit may vary from person to person.Read more"
1.0 out of 5 stars,Not worth the money,It's not worth paying this for buds4 while there is a proper alternative like airpods 4 with better sound quality.. instead choose buds4 pro which has better ANC. Just be aware this is not returnable item.Read more
3.0 out of 5 stars,Battery Backup,Battery Backup is LowRead more
3.0 out of 5 stars,No head gestures control in this buds4,This buds does not have head gesture control.Read more
1.0 out of 5 stars,Very bad device,Not fitting to ear. Very bad deviceRead more
1.0 out of 5 stars,Waste of money,Totally Waste of moneyMics not working properlyWaste of moneyNot comfortableFitting not properSound quality goodConnectivity goodRead more
5.0 out of 5 stars,Literally Impressive!!,"I’ve been using the OnePlus Buds 4 since September 24, 2025, and even after long-term daily use, they continue to perform exceptionally well.The highlight feature is Golden Sound once you complete the ear scan and setup, the audio becomes noticeably personalized and immersive. The sound feels fuller and more engaging, to the point where you can actually feel the music. What makes this feature even better is that it works across any device, not just OnePlus phones, which is a big advantage over many ecosystem-locked competitors.The Active Noise Cancellation is genuinely effective for everyday use, handling background noise well without feeling artificial. Battery life has also been reliable: the earbuds provide around 5–6 hours of continuous playback, and the charging case offers approximately 4–6 full recharges, making it easy to get through a full day or more without worry.The build quality is durable to a reasonable extent, though rough use especially with the black variant can lead to visible scratches. My unit is the black color, which looks very dignified, remains lightweight, and is easy to carry without feeling bulky. Despite being plastic, the buds feel far more premium than most in this segment; in hand, they could easily be mistaken for metal or another high-grade material.Overall, the OnePlus Buds 4 focus on delivering strong fundamentals sound quality, ANC, and dependable battery life and they do so consistently, making them a very satisfying long-term purchase.Read more"
5.0 out of 5 stars,Must Buy at Price Point comparable to AirPods pro 2 even better Call quality,The media could not be loaded.Its a great product i have been using it since 4 months and sound quality is awesome. I was using AirPods pro 2 before but when i lost my earbuds then i was in a need of good pair of EarPods and these full filled the criteria. Battery Backup is good. long listening hours. Decent Bass and call quality is exceptional . Great ANC. Easily connected to two devices at a time. Voice clarity is also great. Durable too. Soft silicon eartips. Size also fit perfectly.Read more
