Star Rating,Review Title,Review Description,review_text_final
5.0 out of 5 stars,Review after 2 years of hardcore usage.,"Been using it for 2 years. and for its price (1800 back then) its really good. now that after hardcore use of 2 years and dropping it down a billion times, its come in two piece, like semi, broken. but i can just put it back together. if you plan on using super hardcore everyday for 2 years then go for it. if you are more careful than i am with it then it'll last longer for sure. Nice volume and sound aswell. Apart form that i an now having some issues with compatibility. idk if its my phone or new software update. really durable and good, personally its great. (Note: I listen music/use for gaming/in calls. so i use it every single day for 6-8 hours at the very least)Read more",using 2 year price 1800 back really good hardcore use 2 year dropping billion time come two piece like semi broken put back together plan using super hardcore everyday 2 year go careful last longer sure nice volume sound aswell apart form issue compatibility idk phone new software update really durable good personally great note listen call use every single day hour least
5.0 out of 5 stars,Good product,Product is very good. Excellent battery life. Sound quality top notch 👍Read more,product good excellent battery life sound quality top notch
5.0 out of 5 stars,Super comfortable & great with Samsung Ultra,"I bought these mainly because they come without silicone tips, and they completely solved my purpose. The open-fit design feels much more comfortable compared to traditional in-ear earbuds.Even without silicone, the buds fit well in my ears and are comfortable for long listening sessions. Sound quality is decent for daily use, especially for calls and casual music.It also works really well with Samsung S26 Ultra, and the connectivity is smooth and seamless.Since there is no tight seal, noise cancellation is not very strong — but that’s expected with this type of design.Overall, if you are someone who doesn’t like silicone earbuds and prefers comfort, this is a good choice.👉 Suggestion: Do try it once in-store before buying, as fit may vary from person to person.Read more",bought mainly come without silicone tip completely solved purpose design feel much comfortable compared traditional without silicone bud fit well ear comfortable long listening session sound quality decent daily use especially call casual also work really well samsung s26 ultra connectivity smooth tight seal noise cancellation strong expected type someone like silicone earbuds prefers comfort good suggestion try buying fit may vary person person
1.0 out of 5 stars,Not worth the money,It's not worth paying this for buds4 while there is a proper alternative like airpods 4 with better sound quality.. instead choose buds4 pro which has better ANC. Just be aware this is not returnable item.Read more,worth paying buds4 proper alternative like airpods 4 better sound quality instead choose buds4 pro better anc aware returnable item
3.0 out of 5 stars,Battery Backup,Battery Backup is LowRead more,battery backup low
3.0 out of 5 stars,No head gestures control in this buds4,This buds does not have head gesture control.Read more,bud head gesture control
1.0 out of 5 stars,Very bad device,Not fitting to ear. Very bad deviceRead more,fitting ear bad device
1.0 out of 5 stars,Waste of money,Totally Waste of moneyMics not working properlyWaste of moneyNot comfortableFitting not properSound quality goodConnectivity goodRead more,totally waste money mics working properly waste money comfortable fitting proper sound quality good connectivity good
1.0 out of 5 stars,,Is ko koi mat lena ye bahut bekar product hai or ye vapis bhi nhi jate haiRead more,ko koi mat lena ye bahut bekar product hai ye vapis bhi nhi jate hai
5.0 out of 5 stars,Earbuds That Redefine Comfort & Quality.,"If you prioritize comfort and prefer half-in-ear buds like I do, the Samsung Galaxy Buds 3 are a game-changer. I've always found traditional in-ear buds uncomfortable and struggled to find the perfect balance between comfort and sound quality. I previously used the Buds Live for their comfortable fit, but the sound didn't meet my expectations. I also have Soundcore in-ear models, which are good, but I couldn't wear them for extended periods.When Samsung announced the Galaxy Buds 3, I was eager to try them out, especially as I'm already embedded in the Samsung ecosystem. I prebooked them without hesitation, and I'm thrilled to say they’ve exceeded my expectations.The Galaxy Buds 3 are the best half-in-ear earbuds on the market. Their premium case and futuristic design fit snugly and comfortably in the ear, offering the feel of in-ear buds without the discomfort. Call quality is impressive, and listening to music is a treat with robust bass and well-balanced highs and lows. The active noise cancellation (ANC) is surprisingly effective, providing a quiet listening experience even in noisy environments.Features like AI voice commands work seamlessly, custom equalizer and 360-degree audio enhance the overall listening experience. The pinch & swipe gestures are intuitive and responsive, making it easy to control playback and manage calls. The neck stretch reminder is useful addition. Wireless charging is fast and compatible with other wireless and MagSafe chargers I use. Although it offers 2 to 3 fewer options compared to the Pro model in the Wear app, I find it perfectly adequate.In summary, if you're searching for comfortable half-in-ear earbuds with excellent sound quality and advanced features, the Samsung Galaxy Buds 3 are worth every penny. Look no further—these are truly fantastic!Read more",prioritize comfort prefer bud like samsung galaxy bud 3 always found traditional bud uncomfortable struggled find perfect balance comfort sound quality previously used bud live comfortable fit sound meet expectation also soundcore model good could wear extended samsung announced galaxy bud 3 eager try especially already embedded samsung ecosystem prebooked without hesitation thrilled say exceeded galaxy bud 3 best earbuds market premium case futuristic design fit snugly comfortably ear offering feel bud without discomfort call quality impressive listening music treat robust bass high low active noise cancellation anc surprisingly effective providing quiet listening experience even noisy like ai voice command work seamlessly custom equalizer audio enhance overall listening experience pinch swipe gesture intuitive responsive making easy control playback manage call neck stretch reminder useful addition wireless charging fast compatible wireless mag safe charger use although offer 2 3 fewer option compared pro model wear app find perfectly summary searching comfortable earbuds excellent sound quality advanced feature samsung galaxy bud 3 worth every penny look truly fantastic
1.0 out of 5 stars,Waste of Money !,"I have been using the product for the past 2 months. Only the built quality of the ear phone is good, rest there is nothing that I can give good feedback about. The fitting is not at all good, It looks weird while wearing these. I have faced charging issues sometimes, one ear bud gets completely discharged while the 9ther is 100% charged. The sound quality is also not what you expect from something above 10k !Disappointed with this product.Read more",using product past 2 month built quality ear phone good rest nothing give good feedback fitting good look weird wearing faced charging issue sometimes one ear bud get completely discharged 9ther 100 charged sound quality also expect something 10k disappointed product
4.0 out of 5 stars,Good call quality but stopped working in a mere 15 days. They replaced promptly.,"I initially wanted to buy the Buds 3 Pro but mistakenly purchased these in the hurry of Prime Day. However, I found the open design quite appealing. The sound quality is very good, not excellent, with noticeable ANC. The lows are loud, but the highs could use some improvement.The call quality is a significant improvement compared to all previous earbuds I've used, including the Buds 3 Pro and Sony WF-1000XM4.In terms of appearance, they look great, and I really love the case.Unfortunately, one earbud stopped working while I was at the gym. It wouldn't charge or be recognized by the Galaxy Wear app. I bought them on EMI, so now I'm stuck paying for something I can't use since parts aren't readily available at the service center. This kind of malfunction never happened with my previous earbuds, whether they were Realme, Samsung Buds 3 Pro, or Sony XM4. Because of this experience, I will refrain from buying new models on their release day from now on. I'm considering buying the new Nothing earbuds next time.Overall Ratings:Sound Quality: 4/5Appearance: 5/5Build Quality: 3/5 (one earbud stopped working)Comfort: 4/5 (open design allowed for longer wear without feeling air pressure, fit was great for me, never had issues doing jumping jacks or running. Needed to screw in sometimes to get the ANC right and align the sound opening to ear canals)After Sales Service: 4/5 (service centers are widespread in cities, but parts for this new model are not available)Update: they fixed and gave me back in 5 days.Read more",initially wanted buy bud 3 pro mistakenly purchased hurry prime day however found open design quite appealing sound quality good excellent noticeable anc low loud high could use call quality significant improvement compared previous earbuds used including bud 3 pro sony term appearance look great really love one earbud stopped working gym would charge recognized galaxy wear app bought emi stuck paying something ca use since part readily available service center kind malfunction never happened previous earbuds whether realme samsung bud 3 pro sony xm4 experience refrain buying new model release day considering buying new nothing earbuds next rating sound quality quality one earbud stopped working comfort open design allowed longer wear without feeling air pressure fit great never issue jumping jack running needed screw sometimes get anc right align sound opening ear canal sale service service center widespread city part new model available update fixed gave back 5 day
5.0 out of 5 stars,Comfortable to wear. Good performance.,Very comfortable to wear in ear. The connectivity is smooth and battery lasts long as well. Sound output is nice. Value for money!Read more,comfortable wear ear connectivity smooth battery last long well sound output nice value money
3.0 out of 5 stars,Does not fit well,"This product cannot fit well on some ear shapes, especially since it lacks the soft tip available in the pro version. It should have been called out clearly in the product description. It is useless for the person whom I intended, so I am using it. Even for me, the external ear hurts after a while, again due to the item not sitting comfortably. And there are no accessories like earhooks available for this rather expensive item. So we should think through well before buying. No complaints about connectivity, sound quality, ANC etc so far.Read more",product fit well ear shape especially since lack soft tip available pro version called clearly product description useless person intended using even external ear hurt due item sitting comfortably accessory like earhooks available rather expensive item think well buying complaint connectivity sound quality anc etc far
1.0 out of 5 stars,Not worth it,"There are no ear tips, so the buds do not stay snuggly fit. Because of this there no proper seal and the sound appears distant whenever the buds change position in your ears. The active noise cancelation also suffers because of the same issue.  The controls are very difficult to use if you have larger fingers. And each time I use the controls it moves the buds around.The Buds2 is lot better option at the moment if you are looking for a Samsung option.Read more",ear tip bud stay snuggly fit proper seal sound appears distant whenever bud change position ear active noise cancelation also suffers issue control difficult use larger finger time use control move bud buds2 lot better option moment looking samsung option
5.0 out of 5 stars,Comfortable fit and excellent quality.,"I faced no fit issues, even though many videos and reviews said so. It didn't come out even while I was working out. It depends on the ear's shape I guess. Best to try for yourself.Sound quality is excellent. For me, not having the silicon ear tips was important, this product's design is perfect!!Read more",faced fit issue even though many video review said come even working depends ear shape guess best try quality excellent silicon ear tip important product design perfect
5.0 out of 5 stars,Best,sound quality is better thank all earpods and all other earphones.Read more,sound quality better thank earpods earphone
1.0 out of 5 stars,Bekaa product,"This is a completely useless product. It doesn't look like what I ordered, and it doesn't even work. I would recommend not purchasing it.Read more",completely useless product look like ordered even work would recommend purchasing
4.0 out of 5 stars,Good,GoodRead more,good
5.0 out of 5 stars,Good product quality,The product so good and the experience of songs with this product was really good and I loved this productRead more,product good experience song product really good loved product
3.0 out of 5 stars,,মিউজিক শোনার জন্য ভালো কথা বলার সময় আমার আওয়াজ শুনতে পাই নাRead more,মিউজিক শোনার জন্য ভালো কথা বলার সময় আমার আওয়াজ শুনতে পাই না
5.0 out of 5 stars,Must Buy !,The design and build quality of this earbuds is very good and stylish. The colour also looks nice. The sound quality is very good. It gives and awesome audio experience. The bass is loud and vocals are clear and crisp. It has ANC which is also very good and works smoothly. It has good quality microphone which makes you talk effortlessly. The battery life is also very good.The charging speed is also awesome.Go for it value for money product 😍Read more,design build quality earbuds good stylish colour also look nice sound quality good give awesome audio experience bass loud vocal clear crisp anc also good work smoothly good quality microphone make talk effortlessly battery life also charging speed also value money product
5.0 out of 5 stars,Impressive Performance and Value: Noise Buds N2 Pro,"The Noise Buds N2 Pro truly deserve appreciation for delivering such an impressive experience at an affordable price. The sound quality is excellent, with rich bass and clear, balanced vocals that make every song enjoyable. The Active Noise Cancellation adds great value by effectively reducing everyday background noise, enhancing the overall listening experience.Battery performance is highly commendable, easily lasting through long hours of use, while the charging case provides reliable backup. The design is sleek, modern, and very comfortable, making them perfect for extended wear. Connectivity is smooth and stable, and the touch controls are quick and responsive.What stands out the most is how well these earbuds combine style, performance, and practicality without being expensive. Overall, the Noise Buds N2 Pro are a fantastic choice and definitely worth appreciating for anyone looking for quality wireless earbuds on a budget.Read more",noise bud n2 pro truly deserve appreciation delivering impressive experience affordable price sound quality excellent rich bass clear balanced vocal make every song enjoyable active noise cancellation add great value effectively reducing everyday background noise enhancing overall listening performance highly commendable easily lasting long hour use charging case provides reliable backup design sleek modern comfortable making perfect extended wear connectivity smooth stable touch control quick stand well earbuds combine style performance practicality without expensive overall noise bud n2 pro fantastic choice definitely worth appreciating anyone looking quality wireless earbuds budget
5.0 out of 5 stars,This product is very useful and very Good,"Their sound quality is clear and the bass is also good, which increases the enjoyment of listening to music These earbuds from Noise offer a stylish and premium look in design..Bluetooth connectivity is fast and stable, so you get connected quickly.Overall, these earbuds are a value for money product in this price range and are good for daily use.The size of these earbuds is small and compact, hence they fit well in the ears.Their sound quality is clear and the bass is also good, which increases the enjoyment of listening to music.Read more",sound quality clear bass also good increase enjoyment listening music earbuds noise offer stylish premium look design bluetooth connectivity fast stable get connected earbuds value money product price range good daily size earbuds small compact hence fit well sound quality clear bass also good increase enjoyment listening music
4.0 out of 5 stars,Best buy,"The earbuds deliver good sound quality with clear vocals and decent bass. They fit comfortably in the ears and are suitable for long use. Battery backup is impressive for the price, and connectivity is stable. The touch controls could be more responsive, but overall, a very good product and value for money.Read more",earbuds deliver good sound quality clear vocal decent bass fit comfortably ear suitable long use battery backup impressive price connectivity stable touch control could responsive overall good product value money
5.0 out of 5 stars,amazing buds,Buds have such a stunning color and desing that looks really premium. It has amazing audio and sound quality as it has ENC and ANC which gives such clear audio and cancels background noise. Battery runs for really long time and charges pretty quickly. It is water Resistance as well.Read more,bud stunning color desing look really premium amazing audio sound quality enc anc give clear audio cancel background noise battery run really long time charge pretty quickly water resistance well
3.0 out of 5 stars,Very good 💯,Very good product thisRead more,good product
5.0 out of 5 stars,Buds,"The Noise Buds N2 Pro Truly Wireless Earbuds are absolutely fantastic! The sound quality is clear, rich, and perfectly balanced, making music, movies, and calls sound amazing. The Active Noise Cancellation up to 32dB works really well, helping block out background noise for a more immersive listening experience. I’m especially impressed with the massive 70 hours of total playtime, which means I rarely worry about charging. The Instacharge feature is super convenient—just 10 minutes of charging gives hours of playback. Dual pairing with Bluetooth v6.0 makes switching between devices quick and seamless. They are lightweight, comfortable, and look stylish in Slate Black. Overall, these earbuds deliver excellent performance, battery life, and value for money. Highly recommended for everyday use!Read more",noise bud n2 pro truly wireless earbuds absolutely fantastic sound quality clear rich perfectly balanced making music movie call sound amazing active noise cancellation 32d b work really well helping block background noise immersive listening experience especially impressed massive 70 hour total playtime mean rarely worry charging instacharge feature super 10 minute charging give hour playback dual pairing bluetooth make switching device quick seamless lightweight comfortable look stylish slate black overall earbuds deliver excellent performance battery life value money highly recommended everyday use
4.0 out of 5 stars,Sound quality good,Value for money good productRead more,value money good product
5.0 out of 5 stars,Good Sound and Nice Design!,"I’ve been using these earbuds for a few days now, and overall I’m quite satisfied with the performance. The sound quality is clear and balanced, with decent bass that doesn’t overpower the vocals. They work well for listening to music, watching videos, and even for calls.The fit is comfortable, and the earbuds sit securely in the ears even during long listening sessions. I didn’t experience any discomfort after wearing them for a couple of hours.One thing I really liked is the battery life. With moderate use, they easily last several hours on a single charge, and the charging case provides additional charges which makes them convenient for travel.The Bluetooth connection is stable, and pairing with my phone was quick and easy. I also tested them during calls, and the mic quality is decent, with the other person able to hear me clearly in most situations.The build quality feels solid, and the case is compact enough to carry in a pocket.Overall, I would say earbuds offer good value for the price.Read more",using earbuds day overall quite satisfied performance sound quality clear balanced decent bass overpower vocal work well listening music watching video even fit comfortable earbuds sit securely ear even long listening session experience discomfort wearing couple thing really liked battery life moderate use easily last several hour single charge charging case provides additional charge make convenient bluetooth connection stable pairing phone quick easy also tested call mic quality decent person able hear clearly build quality feel solid case compact enough carry would say earbuds offer good value price
5.0 out of 5 stars,"Sleek Black Design, Great Sound & Excellent Battery Life!","I recently bought the Noise Newly Launched Buds Vector Truly Wireless Earbuds in black, and I’m really satisfied with the purchase. The black color looks very sleek and premium, giving it a stylish and modern feel. The build quality is solid, and the earbuds feel durable and well-made. The sound quality is clear and powerful with deep bass, and LDAC support makes the audio more detailed. With up to 40 hours of playtime, the battery backup is excellent. They are also very easy to use with smooth connectivity and a comfortable fit, making them perfect for daily use. Overall, it’s a great value-for-money product.Read more",recently bought noise newly launched bud vector truly wireless earbuds black really satisfied purchase black color look sleek premium giving stylish modern feel build quality solid earbuds feel durable sound quality clear powerful deep bass ldac support make audio detailed 40 hour playtime battery backup excellent also easy use smooth connectivity comfortable fit making perfect daily use overall great product
1.0 out of 5 stars,Not Recommendable,"The design and look are decent. However, the ear fitting is uncomfortable, causing pain after just a few minutes of use. There is also noticeable audio latency while watching videos, you can clearly observe a delay between audio and visuals. Overall, not recommended at this price point.Read more",design look decent however ear fitting uncomfortable causing pain minute use also noticeable audio latency watching video clearly observe delay audio visuals overall recommended price point
5.0 out of 5 stars,"Overall, I would say earbuds offer good value for the price.","I’ve been using these earbuds for a few days now, and overall I’m quite satisfied with the performance. The sound quality is clear and balanced, with decent bass that doesn’t overpower the vocals. They work well for listening to music, watching videos, and even for calls.The fit is comfortable, and the earbuds sit securely in the ears even during long listening sessions. I didn’t experience any discomfort after wearing them for a couple of hours.One thing I really liked is the battery life. With moderate use, they easily last several hours on a single charge, and the charging case provides additional charges which makes them convenient for travel.The Bluetooth connection is stable, and pairing with my phone was quick and easy. I also tested them during calls, and the mic quality is decent, with the other person able to hear me clearly in most situations.The build quality feels solid, and the case is compact enough to carry in a pocket.One person found this helpfulRead more",using earbuds day overall quite satisfied performance sound quality clear balanced decent bass overpower vocal work well listening music watching video even fit comfortable earbuds sit securely ear even long listening session experience discomfort wearing couple thing really liked battery life moderate use easily last several hour single charge charging case provides additional charge make convenient bluetooth connection stable pairing phone quick easy also tested call mic quality decent person able hear clearly build quality feel solid case compact enough carry person found helpful
5.0 out of 5 stars,Good Sound and Comfortable Fit,Sound quality is good with clear vocals and decent bass. Battery backup lasts all day with normal use. The design looks premium and the earbuds are comfortable to wear. Call quality is clear and works well for daily use. Overall a good option in this price range.Read more,sound quality good clear vocal decent bass battery backup last day normal use design look premium earbuds comfortable wear call quality clear work well daily use overall good option price range
5.0 out of 5 stars,Powerful Sound & Long-Lasting Performance,"I recently tried the Noise Newly Launched Buds Vector Truly Wireless Earbuds, and they truly exceeded my expectations. The Hi-Res LDAC audio delivers crystal-clear sound with deep bass and impressive clarity. The 40 hours of playtime is perfect for long days without worrying about charging. I especially love the Instacharge feature, just 10 minutes of charging gives hours of playback, which is super convenient. The quad mic with ENC ensures clear calls even in noisy environments. With BT v5.3 connectivity, pairing is smooth and stable. Stylish in Lunar Silver and packed with performance, these earbuds are definitely worth it!Read more",recently tried noise newly launched bud vector truly wireless earbuds truly exceeded expectation ldac audio delivers sound deep bass impressive clarity 40 hour playtime perfect long day without worrying charging especially love instacharge feature 10 minute charging give hour playback super convenient quad mic enc ensures clear call even noisy environment bt connectivity pairing smooth stable stylish lunar silver packed performance earbuds definitely worth
5.0 out of 5 stars,Beautiful Stylish Ear Buds,"The sound quality of these earbuds are good especially with LDAC support, offering clear vocals and decent bass without being too heavy. Battery life is reliable, and the Instacharge feature is genuinely useful. The design looks premium in the Midnight Blue color and the earbuds are comfortable enough for long usage. Call quality is fine indoors, though it can struggle slightly in very noisy surroundings. Connectivity has been stable with no major issues.Read more",sound quality earbuds good especially ldac support offering clear vocal decent bass without heavy battery life reliable instacharge feature genuinely useful design look premium midnight blue color earbuds comfortable enough long usage call quality fine indoors though struggle slightly noisy surroundings connectivity stable major issue
1.0 out of 5 stars,Useless product,"I am extremely disappointed with this purchase, it is by far the most useless pair of headphones I have ever bought. From the beginning, the product seemed defective, as only one earbud works at a time. Additionally, when attempting to connect via Bluetooth, two devices with the same name appear, which clearly indicates a fault. The customer support experience has been equally frustrating and unhelpful. Despite visiting the service centre and raising an online complaint over a week ago, I have received no response or resolution. It feels like my ₹1400 has been completely wasted. I strongly advise others not to purchase this product, as it is a total waste of money.Read more",extremely disappointed purchase far useless pair headphone ever bought beginning product seemed defective one earbud work time additionally attempting connect via bluetooth two device name appear clearly indicates fault customer support experience equally frustrating unhelpful despite visiting service centre raising online complaint week ago received response resolution feel like completely wasted strongly advise others purchase product total waste money
5.0 out of 5 stars,Deep bass,"Really impressed with these earbuds! The sound quality is clear and balanced, with deep bass that doesn’t overpower vocals. Active noise cancellation works surprisingly well, especially in busy environments. They fit comfortably and feel secure even during long use. Battery backup is solid, and fast charging is very convenient. Dual pairing makes switching between devices smooth. Overall, great value for the price — stylish design, premium feel, and reliable performance. Definitely a good buy! 🎧👍Read more",really impressed earbuds sound quality clear balanced deep bass overpower vocal active noise cancellation work surprisingly well especially busy environment fit comfortably feel secure even long use battery backup solid fast charging convenient dual pairing make switching device smooth overall great value price stylish design premium feel reliable performance definitely good buy
5.0 out of 5 stars,Good product,"I’ve been using these earbuds for a while now, and overall, I’m quite impressed. The sound quality is clear and well-balanced, with decent bass that doesn’t overpower the mids and highs. They work well for both music and calls, and I didn’t notice any major distortion even at higher volumes.The fit is comfortable and secure, making them suitable for long listening sessions or workouts. The design is sleek and lightweight, so they don’t feel bulky in the ears. Connectivity has been smooth so far, with quick pairing and minimal dropouts.Battery life is another strong point—they easily last through the day with regular use, and the charging case adds extra convenience. The touch controls (if applicable) are responsive, though they may take a little time to get used to.On the downside, the noise isolation could be better, especially in very loud environments. Also, the microphone quality is decent but not exceptional for calls in noisy surroundings.Overall, these earbuds offer good value for the price and are a solid choice for everyday use.Read more",using earbuds overall quite impressed sound quality clear decent bass overpower mids high work well music call notice major distortion even higher fit comfortable secure making suitable long listening session workout design sleek lightweight feel bulky ear connectivity smooth far quick pairing minimal life another strong easily last day regular use charging case add extra convenience touch control applicable responsive though may take little time get used downside noise isolation could better especially loud environment also microphone quality decent exceptional call noisy earbuds offer good value price solid choice everyday use
5.0 out of 5 stars,Experience for every penny used.,"What a breath taking look and design! This is best in classs model.  Its strong Noise Cancellation of 51db separates us from the outer world. It is best used in traffic, flights or metro. Its audio quality by Bose gives clear and balanced notes. It is comfortable to use. Its dual device pairing is a proFor UserRead more",breath taking look design best class model strong noise cancellation 51db separate us outer world best used traffic flight metro audio quality bose give clear balanced note comfortable use dual device pairing pro user
5.0 out of 5 stars,Good Product Value for money,"After using for a week, I fall in love with these earbuds. Clear sound quality with deep bass. Unique design and Mercury colour is awesome in look. super fast and stable connectivity. Comfortable to wear and ANC works well in noisy places. While listening to music in 360° Spatial Audio feature,I feel relaxed. Huge battery backup. Overall, great product that justify it's price. Worth buying.Read more",using week fall love earbuds clear sound quality deep bass unique design mercury colour awesome look super fast stable connectivity comfortable wear anc work well noisy place listening music spatial audio feature feel relaxed huge battery backup overall great product justify price worth buying
5.0 out of 5 stars,One of the best earbuds in mid premium range(must buy),"Writing this review after 10 days of usage. I recently bought the Master Buds 2, for my daily office work and gym, and I am impressed with their performance. The sound quality is amazing. The noise app makes the experience better with more control over the earbuds. The sound is crisp and clear, tuned by Bose which it shows, delivering a rich audio experience that makes listening to music and taking calls a pleasure. One of the standout features is the Active Noise Cancellation (ANC), which works exceptionally well to block out ambient noise. This makes them perfect for use in busy environments or during travel, allowing me to focus completely on what I’m listening to. The design is sleek and comfortable, fitting securely for long hours of wear without any discomfort. Overall, the Master Buds 2 offer great value for their price with excellent ANC and impressive sound quality.Battery 10/10sound: 9/10Build quality: 8.5/10Comfort: 10/10Highly recommended for office professionalsRead more",writing review 10 day usage recently bought master bud 2 daily office work gym impressed performance sound quality amazing noise app make experience better control earbuds sound crisp clear tuned bose show delivering rich audio experience make listening music taking call pleasure one standout feature active noise cancellation anc work exceptionally well block ambient noise make perfect use busy environment travel allowing focus completely listening design sleek comfortable fitting securely long hour wear without discomfort overall master bud 2 offer great value price excellent anc impressive sound quality recommended office professional
5.0 out of 5 stars,Long battery backup and comfortable earbuds.,These buds are super premium and easy to pair with my phone and laptop at same time. It's very comfortable inside the ears and I can use this for long time. Noise cancellation working perfectly. Sound quality is top notch and customisable too.Read more,bud super premium easy pair phone laptop time comfortable inside ear use long time noise cancellation working perfectly sound quality top notch customisable
5.0 out of 5 stars,BEST EVER EARBUDS,"Super impressed with these buds! The sound is crisp with solid bass, and the ANC actually makes a noticeable difference in noisy places. They’re comfy for long use and the battery easily lasts through the day. Pairing is quick, and call quality is clear too. Overall, great value for the price 👍Read more",super impressed bud sound crisp solid bass anc actually make noticeable difference noisy place comfy long use battery easily last day pairing quick call quality clear overall great value price
5.0 out of 5 stars,Game changer in premium audio,"I’ve used a lot of TWS earbuds over the years, and most of them fall into two buckets - either they’re loud and bass-heavy but messy, or they’re balanced but boring. The Master Buds 2 sit nicely in the middle, and that’s what makes them interesting.The first thing you notice is the sound tuning. These are tuned with Sound by Bose, and it shows. The bass is deep but controlled, the mids are clean, and the highs don’t pierce your ears even after long listening sessions.Other things I liked:LHDC Hi-Res audio supportDual device pairingFast chargeGood batteryComfortable fitPremium and rather unique designIf you’re looking for earbuds under ₹10K that focus on sound quality + ANC + call clarity rather than just bass and marketing features, these are definitely worth considering.Read more",used lot tws earbuds year fall two bucket either loud messy balanced boring master bud 2 sit nicely middle make first thing notice sound tuning tuned sound bose show bass deep controlled mids clean high pierce ear even long listening thing liked lhdc audio support dual device pairing fast charge good battery comfortable fit premium rather unique design looking earbuds focus sound quality anc call clarity rather bass marketing feature definitely worth considering
5.0 out of 5 stars,"Best cinematic audio ,Best Spatial audio","A budget-friendly pair of twsfeatures like spatial audioGood battery life at an affordable price.∆ compact and stylish case with a smooth finish. They fit comfortably in the ears and can be used for long listening sessions without much discomfort.Sound Quality:The sound is bass-heavy and punchy, which is good for music lovers. Vocals and mids are clear.Battery Life:The earbuds provide long battery backup and can easily last a full day.Read more",pair twsfeatures like spatial audio good battery life affordable compact stylish case smooth finish fit comfortably ear used long listening session without much quality sound punchy good music lover vocal mids life earbuds provide long battery backup easily last full day
4.0 out of 5 stars,Good product,"Great value for money! The sound quality is clear with good bass, the design is sleek, and they’re comfortable to wear. Battery life is solid and connectivity is stable. Call quality is decent, though slightly affected in noisy areas. Overall, a reliable and stylish pair of earbuds for everyday use.Read more",great value money sound quality clear good bass design sleek comfortable wear battery life solid connectivity stable call quality decent though slightly affected noisy area overall reliable stylish pair earbuds everyday use
